"subcat","short_name","name","unit","unit_conv"
-4,"######################################################################################################","#","#","#"
-3,"DO NOT MODIFY THIS FILE. It is generated by frmts/grib/degrib/merge_degrib_and_wmo_tables.py","#","#","#"
-2,"from tables at version https://github.com/wmo-im/GRIB2/commit/cf3a2a24695f60f64ac9d5eb26a24b26d2a8a816","#","#","#"
-1,"######################################################################################################","#","#","#"
0,"","Amplitude","dB","UC_NONE"
1,"","Phase","rad","UC_NONE"
2,"","Frequency","Hz","UC_NONE"
3,"","Wavelength","m","UC_NONE"
4,"","Reserved","","UC_NONE"
5,"","Reserved","","UC_NONE"
6,"","Reserved","","UC_NONE"
7,"","Reserved","","UC_NONE"
8,"","Reserved","","UC_NONE"
9,"","Reserved","","UC_NONE"
10,"","Reserved","","UC_NONE"
11,"","Reserved","","UC_NONE"
12,"","Reserved","","UC_NONE"
13,"","Reserved","","UC_NONE"
14,"","Reserved","","UC_NONE"
15,"","Reserved","","UC_NONE"
16,"","Reserved","","UC_NONE"
17,"","Reserved","","UC_NONE"
18,"","Reserved","","UC_NONE"
19,"","Reserved","","UC_NONE"
20,"","Reserved","","UC_NONE"
21,"","Reserved","","UC_NONE"
22,"","Reserved","","UC_NONE"
23,"","Reserved","","UC_NONE"
24,"","Reserved","","UC_NONE"
25,"","Reserved","","UC_NONE"
26,"","Reserved","","UC_NONE"
27,"","Reserved","","UC_NONE"
28,"","Reserved","","UC_NONE"
29,"","Reserved","","UC_NONE"
30,"","Reserved","","UC_NONE"
31,"","Reserved","","UC_NONE"
32,"","Reserved","","UC_NONE"
33,"","Reserved","","UC_NONE"
34,"","Reserved","","UC_NONE"
35,"","Reserved","","UC_NONE"
36,"","Reserved","","UC_NONE"
37,"","Reserved","","UC_NONE"
38,"","Reserved","","UC_NONE"
39,"","Reserved","","UC_NONE"
40,"","Reserved","","UC_NONE"
41,"","Reserved","","UC_NONE"
42,"","Reserved","","UC_NONE"
43,"","Reserved","","UC_NONE"
44,"","Reserved","","UC_NONE"
45,"","Reserved","","UC_NONE"
46,"","Reserved","","UC_NONE"
47,"","Reserved","","UC_NONE"
48,"","Reserved","","UC_NONE"
49,"","Reserved","","UC_NONE"
50,"","Reserved","","UC_NONE"
51,"","Reserved","","UC_NONE"
52,"","Reserved","","UC_NONE"
53,"","Reserved","","UC_NONE"
54,"","Reserved","","UC_NONE"
55,"","Reserved","","UC_NONE"
56,"","Reserved","","UC_NONE"
57,"","Reserved","","UC_NONE"
58,"","Reserved","","UC_NONE"
59,"","Reserved","","UC_NONE"
60,"","Reserved","","UC_NONE"
61,"","Reserved","","UC_NONE"
62,"","Reserved","","UC_NONE"
63,"","Reserved","","UC_NONE"
64,"","Reserved","","UC_NONE"
65,"","Reserved","","UC_NONE"
66,"","Reserved","","UC_NONE"
67,"","Reserved","","UC_NONE"
68,"","Reserved","","UC_NONE"
69,"","Reserved","","UC_NONE"
70,"","Reserved","","UC_NONE"
71,"","Reserved","","UC_NONE"
72,"","Reserved","","UC_NONE"
73,"","Reserved","","UC_NONE"
